Dado,Label,Predição,Avaliação
22.0,correto,P-correto,VP
20.848692996974822,incorreto,P-correto,FN
8.438500245194348,incorreto,P-incorreto,VN
21.994441871236685,correto,P-correto,VP
21.99258916164891,correto,P-correto,VP
-38.95165049193109,incorreto,P-correto,FN
106.09226249943444,incorreto,P-incorreto,VN
10.497760489142529,incorreto,P-correto,FN
69.21654696675407,incorreto,P-correto,FN
21.98332561371005,correto,P-correto,VP
21.98147290412228,correto,P-correto,VP
21.979620194534508,correto,P-correto,VP
21.97776748494673,correto,P-correto,VP
21.97591477535896,correto,P-correto,VP
21.97406206577119,correto,P-correto,VP
21.97220935618342,correto,P-correto,VP
21.970356646595647,correto,P-correto,VP
-207.7224592129576,incorreto,P-correto,FN
21.9666512274201,correto,P-correto,VP
98.24061167511726,incorreto,P-incorreto,VN
112.57972750030034,incorreto,P-incorreto,VN
21.961093098656782,correto,P-correto,VP
21.959240389069013,correto,P-correto,VP
21.95738767948124,correto,P-correto,VP
21.95553496989347,correto,P-correto,VP
21.953682260305698,correto,P-correto,VP
21.951829550717925,correto,P-correto,VP
21.94997684113015,correto,P-correto,VP
21.948124131542382,correto,P-correto,VP
82.94401155921393,incorreto,P-correto,FN
21.94441871236684,correto,P-correto,VP
442.24157997100536,incorreto,P-incorreto,VN
-106.42523338856714,incorreto,P-correto,FN
21.93886058360352,correto,P-correto,VP
21.937007874015748,correto,P-correto,VP
21.93515516442797,correto,P-correto,VP
21.9333024548402,correto,P-correto,VP
-299.7669249884999,incorreto,P-correto,FN
214.1889120609084,incorreto,P-correto,FN
-1086.2116123928315,incorreto,P-correto,FN
21.925891616489118,correto,P-correto,VP
21.924038906901345,correto,P-correto,VP
21.92218619731357,correto,P-correto,VP
21.9203334877258,correto,P-correto,VP
21.918480778138026,correto,P-correto,VP
-620.2359776196384,incorreto,P-incorreto,VN
21.914775358962483,correto,P-correto,VP
433.3315856168236,incorreto,P-incorreto,VN
21.911069939786938,correto,P-correto,VP
-129.8204395481139,incorreto,P-correto,FN
671.090973897968,incorreto,P-correto,FN
134.79870056365448,incorreto,P-correto,FN
21.90365910143585,correto,P-correto,VP
21.90180639184808,correto,P-correto,VP
21.899953682260307,correto,P-correto,VP
21.89810097267253,correto,P-correto,VP
21.89624826308476,correto,P-correto,VP
21.894395553496988,correto,P-correto,VP
21.89254284390922,correto,P-correto,VP
21.89069013432145,correto,P-correto,VP
-592.9278645045246,incorreto,P-correto,FN
21.8869847151459,correto,P-correto,VP
21.88513200555813,correto,P-correto,VP
21.88327929597036,correto,P-correto,VP
21.881426586382585,correto,P-correto,VP
21.87957387679481,correto,P-correto,VP
21.87772116720704,correto,P-correto,VP
21.87586845761927,correto,P-correto,VP
21.874015748031496,correto,P-correto,VP
21.872163038443723,correto,P-correto,VP
21.87031032885595,correto,P-correto,VP
21.86845761926818,correto,P-correto,VP
21.866604909680408,correto,P-correto,VP
21.864752200092635,correto,P-correto,VP
21.862899490504866,correto,P-correto,VP
1823.746896073687,incorreto,P-incorreto,VN
495.7267926393832,incorreto,P-incorreto,VN
688.3722061630863,incorreto,P-correto,FN
21.85548865215377,correto,P-correto,VP
21.853635942566005,correto,P-correto,VP
21.85178323297823,correto,P-correto,VP
21.84993052339046,correto,P-correto,VP
21.84807781380269,correto,P-correto,VP
21.846225104214916,correto,P-correto,VP
21.844372394627143,correto,P-correto,VP
21.84251968503937,correto,P-correto,VP
21.8406669754516,correto,P-correto,VP
21.838814265863824,correto,P-correto,VP
21.83696155627605,correto,P-correto,VP
21.83510884668828,correto,P-correto,VP
21.83325613710051,correto,P-correto,VP
21.831403427512736,correto,P-correto,VP
-556.1728443661289,incorreto,P-correto,FN
21.827698008337197,correto,P-correto,VP
21.82584529874942,correto,P-correto,VP
1916.4929262678215,incorreto,P-correto,FN
21.822139879573875,correto,P-correto,VP
21.820287169986106,correto,P-correto,VP
21.818434460398333,correto,P-correto,VP
21.81658175081056,correto,P-correto,VP
21.814729041222787,correto,P-correto,VP
21.812876331635017,correto,P-correto,VP
21.811023622047244,correto,P-correto,VP
21.80917091245947,correto,P-correto,VP
21.8073182028717,correto,P-correto,VP
21.80546549328393,correto,P-correto,VP
21.80361278369616,correto,P-correto,VP
-1282.4145231553548,incorreto,P-correto,FN
21.79990736452061,correto,P-correto,VP
21.79805465493284,correto,P-correto,VP
-1034.944066457823,incorreto,P-correto,FN
21.79434923575729,correto,P-correto,VP
21.79249652616952,correto,P-correto,VP
21.79064381658175,correto,P-correto,VP
21.78879110699398,correto,P-correto,VP
21.786938397406207,correto,P-correto,VP
21.785085687818437,correto,P-correto,VP
21.78323297823066,correto,P-correto,VP
21.78138026864289,correto,P-correto,VP
21.77952755905512,correto,P-correto,VP
768.8986168216212,incorreto,P-correto,FN
21.775822139879573,correto,P-correto,VP
21.773969430291803,correto,P-correto,VP
21.77211672070403,correto,P-correto,VP
21.770264011116257,correto,P-correto,VP
21.768411301528484,correto,P-correto,VP
21.766558591940715,correto,P-correto,VP
21.764705882352946,correto,P-correto,VP
21.76285317276517,correto,P-correto,VP
21.7610004631774,correto,P-correto,VP
21.759147753589623,correto,P-correto,VP
21.757295044001854,correto,P-correto,VP
21.75544233441408,correto,P-correto,VP
21.753589624826308,correto,P-correto,VP
21.75173691523853,correto,P-correto,VP
21.74988420565077,correto,P-correto,VP
21.748031496062996,correto,P-correto,VP
21.74617878647522,correto,P-correto,VP
21.744326076887447,correto,P-correto,VP
21.74247336729968,correto,P-correto,VP
-488.7895677886856,incorreto,P-correto,FN
21.73876794812413,correto,P-correto,VP
21.73691523853636,correto,P-correto,VP
21.73506252894859,correto,P-correto,VP
21.733209819360816,correto,P-correto,VP
21.731357109773043,correto,P-correto,VP
21.72950440018527,correto,P-correto,VP
21.727651690597497,correto,P-correto,VP
21.725798981009728,correto,P-correto,VP
21.723946271421955,correto,P-correto,VP
21.722093561834185,correto,P-correto,VP
21.72024085224641,correto,P-correto,VP
21.71838814265864,correto,P-correto,VP
21.716535433070867,correto,P-correto,VP
21.714682723483094,correto,P-correto,VP
21.71283001389532,correto,P-correto,VP
21.71097730430755,correto,P-correto,VP
21.70912459471978,correto,P-correto,VP
1721.5364841951782,incorreto,P-incorreto,VN
21.705419175544236,correto,P-correto,VP
21.703566465956463,correto,P-correto,VP
21.70171375636869,correto,P-correto,VP
21.69986104678092,correto,P-correto,VP
-954.9682440563864,incorreto,P-correto,FN
21.69615562760537,correto,P-correto,VP
21.6943029180176,correto,P-correto,VP
21.69245020842983,correto,P-correto,VP
-1361.730295552754,incorreto,P-correto,FN
21.688744789254283,correto,P-correto,VP
21.686892079666517,correto,P-correto,VP
21.68503937007874,correto,P-correto,VP
-1463.5654145469837,incorreto,P-correto,FN
21.681333950903195,correto,P-correto,VP
21.679481241315425,correto,P-correto,VP
21.67762853172765,correto,P-correto,VP
465.1155586076633,incorreto,P-correto,FN
21.673923112552107,correto,P-correto,VP
21.672070402964334,correto,P-correto,VP
21.670217693376564,correto,P-correto,VP
3218.002605086172,incorreto,P-correto,FN
-2188.385860206294,incorreto,P-correto,FN
1403.2295810791993,incorreto,P-correto,FN
21.66280685502548,correto,P-correto,VP
21.660954145437703,correto,P-correto,VP
21.65910143584993,correto,P-correto,VP
21.65724872626216,correto,P-correto,VP
21.655396016674388,correto,P-correto,VP
21.65354330708661,correto,P-correto,VP
-1053.0835250220937,incorreto,P-correto,FN
21.64983788791107,correto,P-correto,VP
1853.2026752706304,incorreto,P-incorreto,VN
21.646132468735527,correto,P-correto,VP
21.644279759147757,correto,P-correto,VP
21.64242704955998,correto,P-correto,VP
21.640574339972208,correto,P-correto,VP
21.63872163038444,correto,P-correto,VP
21.636868920796665,correto,P-correto,VP
21.63501621120889,correto,P-correto,VP
21.63316350162112,correto,P-correto,VP
21.63131079203335,correto,P-correto,VP
21.629458082445577,correto,P-correto,VP
21.627605372857804,correto,P-correto,VP
-1224.0625712596416,incorreto,P-incorreto,VN
21.623899953682265,correto,P-correto,VP
21.62204724409449,correto,P-correto,VP
-6027.664196869328,incorreto,P-correto,FN
21.618341824918943,correto,P-correto,VP
21.616489115331174,correto,P-correto,VP
21.6146364057434,correto,P-correto,VP
