Dado,Label,Predição,Avaliação,Label_Cod,Predicao_Cod,Precisao,Recall,F-Measure
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
41,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
43,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-incorreto,FP,1,0,0.987031294051311,0.9004629629629629,0.941761936785474
41,correto,P-incorreto,FP,1,0,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-incorreto,FP,1,0,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
52,incorreto,P-correto,FN,0,1,0.987031294051311,0.9004629629629629,0.941761936785474
43,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
52,incorreto,P-incorreto,VN,0,0,0.987031294051311,0.9004629629629629,0.941761936785474
41,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
42,correto,P-correto,VP,1,1,0.987031294051311,0.9004629629629629,0.941761936785474
